[INFO ] [2023-03-05 21:32:44,612] Pre-Condition - Step 01: Input to Username textbox
[INFO ] [2023-03-05 21:32:45,407] Pre-Condition - Step 02: Input to Password textbox
[INFO ] [2023-03-05 21:32:45,602] Pre-Condition - Step 03: Click to Login button
[INFO ] [2023-03-05 21:32:49,232] Testcase01
[INFO ] [2023-03-05 21:32:49,261] OS name = windows 10
[INFO ] [2023-03-05 21:32:49,261] Driver instance name = windows 10
[INFO ] [2023-03-05 22:58:32,169] Pre-Condition - Step 01: Input to Username textbox
[INFO ] [2023-03-05 22:58:33,186] Pre-Condition - Step 02: Input to Password textbox
[INFO ] [2023-03-05 22:58:33,369] Pre-Condition - Step 03: Click to Login button
[INFO ] [2023-03-05 22:58:34,955] Add Employee - Step 01: Click to Add Employee link
[INFO ] [2023-03-05 22:58:34,978] OS name = windows 10
[INFO ] [2023-03-05 22:58:34,978] Driver instance name = windows 10
[INFO ] [2023-03-05 23:05:32,422] Pre-Condition - Step 01: Input to Username textbox
[INFO ] [2023-03-05 23:05:33,205] Pre-Condition - Step 02: Input to Password textbox
[INFO ] [2023-03-05 23:05:33,392] Pre-Condition - Step 03: Click to Login button
[INFO ] [2023-03-05 23:05:35,029] Add Employee - Step 01: Click to Add Employee link
[INFO ] [2023-03-05 23:05:53,965] Add Employee - Step 02: Input to First name textbox with value Automation96038
[INFO ] [2023-03-05 23:05:54,646] Add Employee - Step 03: Input to First name textbox with value Testing93121
[INFO ] [2023-03-05 23:05:54,831] Add Employee - Step 04: Get Employee ID with value null
[INFO ] [2023-03-05 23:05:54,915] Add Employee - Step 05: Click to Save button
[INFO ] [2023-03-05 23:05:57,441] OS name = windows 10
[INFO ] [2023-03-05 23:05:57,441] Driver instance name = windows 10
[INFO ] [2023-03-05 23:25:14,348] Pre-Condition - Step 01: Input to Username textbox
[INFO ] [2023-03-05 23:25:15,178] Pre-Condition - Step 02: Input to Password textbox
[INFO ] [2023-03-05 23:25:15,376] Pre-Condition - Step 03: Click to Login button
[INFO ] [2023-03-05 23:25:16,884] Add Employee - Step 01: Click to PIM link
[INFO ] [2023-03-05 23:25:18,762] Add Employee - Step 01: Click to Add Employee link
[INFO ] [2023-03-05 23:25:20,332] Add Employee - Step 02: Input to First name textbox with value Automation31537
[INFO ] [2023-03-05 23:25:21,001] Add Employee - Step 03: Input to First name textbox with value Testing65877
[INFO ] [2023-03-05 23:25:21,194] Add Employee - Step 04: Get Employee ID with value null
[INFO ] [2023-03-05 23:25:21,271] Add Employee - Step 05: Click to Save button
[INFO ] [2023-03-05 23:25:23,866] OS name = windows 10
[INFO ] [2023-03-05 23:25:23,866] Driver instance name = windows 10
[INFO ] [2023-03-06 09:49:19,039] Pre-Condition - Step 01: Input to Username textbox
[INFO ] [2023-03-06 09:49:19,823] Pre-Condition - Step 02: Input to Password textbox
[INFO ] [2023-03-06 09:49:20,018] Pre-Condition - Step 03: Click to Login button
[INFO ] [2023-03-06 09:49:20,187] Add Employee - Step 01: Click to PIM link
[INFO ] [2023-03-06 09:49:23,555] Add Employee - Step 02: Click to Add Employee link
[INFO ] [2023-03-06 09:49:24,817] Add Employee - Step 03: Input to First name textbox with value Automation93338
[INFO ] [2023-03-06 09:49:25,515] Add Employee - Step 04: Input to First name textbox with value Testing15130
[INFO ] [2023-03-06 09:49:25,703] Add Employee - Step 05: Get Employee ID with value null
[INFO ] [2023-03-06 09:49:25,790] Add Employee - Step 06: Click to Save button
[INFO ] [2023-03-06 09:49:28,372] Add Employee - Step 07: Verify Fullname display at header
[INFO ] [2023-03-06 09:49:30,857]  -------------------------- PASSED -------------------------- 
[INFO ] [2023-03-06 09:49:30,859] Add Employee - Step 08: Verify First name
[INFO ] [2023-03-06 09:49:30,927]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-03-06 09:49:30,929] Add Employee - Step 09: Verify Last name
[INFO ] [2023-03-06 09:49:31,008]  -------------------------- FAILED -------------------------- 
[INFO ] [2023-03-06 09:49:31,032] OS name = windows 10
[INFO ] [2023-03-06 09:49:31,032] Driver instance name = windows 10
[INFO ] [2023-03-06 09:53:29,960] Pre-Condition - Step 01: Input to Username textbox
[INFO ] [2023-03-06 09:53:30,692] Pre-Condition - Step 02: Input to Password textbox
[INFO ] [2023-03-06 09:53:30,882] Pre-Condition - Step 03: Click to Login button
[INFO ] [2023-03-06 09:53:32,338] Add Employee - Step 01: Click to PIM link
